qseqid	sseqid	pident	length	qcovs	evalue	bitscore	confidence	kingdom	phylum	class	order	family	genus	species
ASV0813	LC778704.1.<1.886###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Labroides_241307;Labroides_dimidiatus_241309	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Labroides	Labroides dimidiatus
ASV0814	AY700280.1.<1.>794###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Tetraodontidae_31031;Canthigaster_223138;Canthigaster_jactator_223139	100	199	100	2.25e-101	368	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Canthigaster	Canthigaster jactator
ASV0815	OR148895.1.11122.12069###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Myripristis_47699;Myripristis_murdjan_586833	99.495	198	100	3.75e-99	361	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Myripristis murdjan
ASV0816	AB049981.1.1.675###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Elopiformes_7925;Megalopidae_7930;Megalops_7931;Megalops_cyprinoides_118141	100	203	100	1.38e-103	375	species	Eukaryota	Chordata	Actinopteri	Elopiformes	Megalopidae	Megalops	Megalops cyprinoides
ASV0817	FJ616386.1.<1.>908###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Plectroglyphidodon_80986;Plectroglyphidodon_fasciolatus_80994	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon fasciolatus
ASV0818	AY279626.1.<1.>932###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Novaculoides_315408;Novaculoides_macrolepidotus_241323	92.893	197	100	2.29e-76	285	family	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	NA	NA
ASV0819	LC739786.1.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Petroscirtes_57846;Petroscirtes_mitratus_879517	96.429	196	100	1.74e-87	322	genus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Petroscirtes	Petroscirtes sp.
ASV0821	LC618832.1.<1.940###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Carangiformes_1489907;Carangidae_8157;Ferdauia_3040446;Ferdauia_ferdau_3040454	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Ferdauia	Ferdauia ferdau
ASV0822	OR148896.1.11122.12070###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Myripristis_47699;Myripristis_violacea_47701	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Myripristis violacea
ASV0823	LC104454.2.<1.875###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Syngnathidae_72045;Bulbonaricus_1772062;Bulbonaricus_brucei_1772063	90.206	194	100	2.30e-66	252	family	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	NA	NA
ASV0824	OP035194.1.69.1021###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Scorpaenidae_8108;Scorpaenopsis_163119;Scorpaenopsis_diabolus_700668	98.974	195	100	7.97e-96	350	species	Eukaryota	Chordata	Actinopteri	Perciformes	Scorpaenidae	Scorpaenopsis	Scorpaenopsis diabolus
ASV0825	AY279626.1.<1.>932###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Novaculoides_315408;Novaculoides_macrolepidotus_241323	95.431	197	100	1.06e-84	313	genus	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Novaculoides	Novaculoides sp.
ASV0826	LC774637.1.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Sphyraenidae_27769;Sphyraenidae_27769;Sphyraena_13691;Sphyraena_forsteri_392543	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Sphyraenidae	Sphyraenidae	Sphyraena	Sphyraena forsteri
ASV0827	LC719518.1.<1.>165###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Stomiiformes_48438;Gonostomatidae_48439;Cyclothone_48440;Cyclothone_alba_48442	90.909	165	86	1.78e-57	222	family	Eukaryota	Chordata	Actinopteri	Stomiiformes	Gonostomatidae	NA	NA
ASV0828	LC506654.2.<1.889###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Scorpaenidae_8108;Scorpaena_72113;Scorpaena_onaria_206132	88.718	195	100	1.80e-62	239	order	Eukaryota	Chordata	Actinopteri	Perciformes	NA	NA	NA
ASV0829	ON210977.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Acanthurus_12912;Acanthurus_triostegus_175435	97.97	197	100	1.35e-93	342	genus	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus sp.
ASV0830	PV704610.1.70.1014###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Stomiiformes_48438;Stomiidae_123351;Stomias_320410;Stomias_boa_472766	94.898	196	100	1.75e-82	305	family	Eukaryota	Chordata	Actinopteri	Stomiiformes	Stomiidae	NA	NA
ASV0831	AP009616.1.70.1025###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Clupeiformes_32446;Engraulidae_43062;Thryssa_435228;Thryssa_baelama_501720	99.5	200	100	2.93e-100	364	species	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Thryssa	Thryssa baelama
ASV0832	MH248200.1.<1.>658###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Valenciennea_150331;Valenciennea_sexguttata_586873	99.485	194	100	6.12e-97	353	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Valenciennea	Valenciennea sexguttata
ASV0833	OR575550.1.70.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnomuraena_876648;Gymnomuraena_zebra_876649	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnomuraena	Gymnomuraena zebra
ASV0834	OP035107.2.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Mulloidichthys_342442;Mulloidichthys_flavolineatus_652446	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Mulloidichthys	Mulloidichthys flavolineatus
ASV0835	LC630821.1.<1.950###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Hazeus_1976951;Hazeus_otakii_2507729	92.308	195	100	3.81e-74	278	family	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
ASV0836	JX242930.1.<1.>814###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_richardsonii_876637	99.487	195	100	1.71e-97	355	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax richardsonii
ASV0837	LC499365.1.<1.>458###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Centrarchiformes_1489940;Cirrhitidae_76914;Paracirrhites_100205;Paracirrhites_arcatus_215373	99.015	203	100	1.07e-99	363	species	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cirrhitidae	Paracirrhites	Paracirrhites arcatus
ASV0838	LC739785.1.<1.892###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Asterropteryx_151712;Asterropteryx_semipunctata_151713	98.454	194	100	1.33e-93	342	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Asterropteryx	Asterropteryx semipunctata
ASV0839	MW630248.1.<1.>827###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Plectroglyphidodon_80986;Plectroglyphidodon_johnstonianus_997975	97.487	199	100	1.77e-92	339	genus	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon sp.
ASV0840	FJ616363.1.<1.>945###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Plectroglyphidodon_80986;Plectroglyphidodon_leucozona_3359602	98.477	197	100	2.90e-95	348	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon leucozona
ASV0841	KY815349.1.<1.>879###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Thalassoma_76337;Thalassoma_lutescens_239049	98.969	194	100	2.85e-95	348	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Thalassoma	Thalassoma lutescens
ASV0842	OP056979.1.69.1011###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Aulopiformes_68510;Synodontidae_81390;Synodus_81391;Synodus_binotatus_1068868	92.821	195	100	8.20e-76	283	family	Eukaryota	Chordata	Actinopteri	Aulopiformes	Synodontidae	NA	NA
ASV0843	KT600968.1.<1.>764###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Balistidae_31024;Rhinecanthus_245704;Rhinecanthus_aculeatus_245705	99.495	198	100	3.75e-99	361	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Rhinecanthus	Rhinecanthus aculeatus
ASV0844	AP005983.1.69.1007###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Pegasidae_215337;Eurypegasus_215338;Eurypegasus_draconis_215339	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Pegasidae	Eurypegasus	Eurypegasus draconis
ASV0845	PV434815.1.69.1008###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Aulopiformes_68510;Synodontidae_81390;Saurida_143309;Saurida_gracilis_990639	95.833	192	100	3.69e-84	311	genus	Eukaryota	Chordata	Actinopteri	Aulopiformes	Synodontidae	Saurida	Saurida sp.
ASV0846	MZ598087.1.<1.>167###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Stanulus_1156474;Stanulus_seychellensis_1156475	93.413	167	86	2.99e-65	248	family	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	NA	NA
ASV0847	AP006029.1.69.1001###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Schindleriidae_30918;Schindleria_166781;Schindleria_praematura_166783	90.722	194	100	4.91e-68	257	family	Eukaryota	Chordata	Actinopteri	Gobiiformes	Schindleriidae	NA	NA
ASV0848	AP006794.1.69.1022###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Grammistes_270575;Grammistes_sexlineatus_270576	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Grammistes	Grammistes sexlineatus
ASV0849	EU885919.1.<1.>890###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Epibulus_241288;Epibulus_insidiator_241289	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Epibulus	Epibulus insidiator
ASV0850	OP035065.1.69.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Plectrypops_753650;Plectrypops_lima_753651	100	198	100	8.05e-101	366	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Plectrypops	Plectrypops lima
ASV0851	OP035076.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Sargocentron_47707;Sargocentron_punctatissimum_47711	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Sargocentron	Sargocentron punctatissimum
ASV0852	AP009163.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Naso_75027;Naso_lopezi_238060	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Naso	Naso lopezi
ASV0853	OP645385.1.70.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_eurostus_473453	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax eurostus
ASV0854	KU360727.1.70.1012###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Beloniformes_76071;Exocoetidae_76072;Cheilopogon_293908;Cheilopogon_unicolor_933979	98.469	196	100	1.04e-94	346	species	Eukaryota	Chordata	Actinopteri	Beloniformes	Exocoetidae	Cheilopogon	Cheilopogon unicolor
ASV0855	OR582716.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Cymolutes_241283;Cymolutes_torquatus_241285	96.954	197	100	1.04e-89	329	genus	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Cymolutes	Cymolutes sp.
ASV0856	OP035104.1.69.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Exallias_1147084;Exallias_brevis_1147085	99.487	195	100	1.71e-97	355	species	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Exallias	Exallias brevis
ASV0857	LC278239.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Oplopomus_622426;Oplopomus_oplopomus_622427	99.405	168	86	1.75e-82	305	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Oplopomus	Oplopomus oplopomus
ASV0858	KT600971.1.<1.>764###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Balistidae_31024;Rhinecanthus_245704;Rhinecanthus_rectangulus_480297	97.475	198	100	1.76e-92	339	genus	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Balistidae	Rhinecanthus	Rhinecanthus sp.
ASV0859	MW630153.1.<1.>846###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Hemigymnus_241302;Hemigymnus_fasciatus_290114	98.462	195	100	3.71e-94	344	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Hemigymnus	Hemigymnus fasciatus
ASV0860	MH248178.1.<1.>666###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Eviota_166746;Eviota_guttata_595618	99.487	195	100	1.71e-97	355	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Eviota	Eviota guttata
ASV0861	LC021252.2.<1.891###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Sargocentron_47707;Sargocentron_caudimaculatum_88714	98.492	199	100	2.27e-96	351	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Sargocentron	Sargocentron caudimaculatum
ASV0862	LC649154.1.<1.891###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Pleurosicya_595629;Pleurosicya_micheli_595630	95.385	195	100	1.35e-83	309	genus	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Pleurosicya	Pleurosicya sp.
ASV0863	OP650210.1.69.1021###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Callogobius_166738;Callogobius_nigromarginatus_3027577	98.969	194	100	2.85e-95	348	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Callogobius	Callogobius nigromarginatus
ASV0864	LC519480.1.<1.>169###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Kurtiformes_1489876;Apogonidae_83881;Foa_1147086;Foa_fo_2699432	99.408	169	86	4.89e-83	307	species	Eukaryota	Chordata	Actinopteri	Kurtiformes	Apogonidae	Foa	Foa fo
ASV0865	OR575555.1.71.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Uropterygius_189495;Uropterygius_macrocephalus_876643	99.495	198	100	3.75e-99	361	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Uropterygius	Uropterygius macrocephalus
ASV0866	OP035061.1.69.1040###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Centrarchiformes_1489940;Cirrhitidae_76914;Amblycirrhitus_390301;Amblycirrhitus_bimacula_529471	97.087	206	100	3.05e-95	348	genus	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Cirrhitidae	Amblycirrhitus	Amblycirrhitus sp.
ASV0867	LC794223.1.<1.>768###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Stomiiformes_48438;Gonostomatidae_48439;Cyclothone_48440;Cyclothone_atraria_48443	86.598	194	100	1.08e-54	213	order	Eukaryota	Chordata	Actinopteri	Stomiiformes	NA	NA	NA
ASV0868	MT954104.1.70.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Abudefduf_36213;Abudefduf_vaigiensis_192871	96.447	197	100	4.86e-88	324	genus	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Abudefduf	Abudefduf sp.
ASV0869	MZ411547.1.71.1027###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Cephalopholis_91742;Cephalopholis_urodeta_160709	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Cephalopholis	Cephalopholis urodeta
ASV0870	LC812909.1.<1.895###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Aulopiformes_68510;Notosudidae_172126;Scopelosaurus_172127;Scopelosaurus_harryi_319750	96	200	100	1.38e-88	326	genus	Eukaryota	Chordata	Actinopteri	Aulopiformes	Notosudidae	Scopelosaurus	Scopelosaurus sp.
ASV0871	AP009169.1.69.1016###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Monodactylidae_30853;Monodactylidae_30853;Monodactylus_334895;Monodactylus_argenteus_334896	97.449	196	100	2.24e-91	335	genus	Eukaryota	Chordata	Actinopteri	Monodactylidae	Monodactylidae	Monodactylus	Monodactylus sp.
ASV0872	LC499149.1.<1.>175###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Ophidiiformes_94929;Bythitidae_181401;Dinematichthys_1147080;Dinematichthys_iluocoeteoides_1147081	94.286	175	87	8.54e-71	267	family	Eukaryota	Chordata	Actinopteri	Ophidiiformes	Bythitidae	NA	NA
ASV0873	EU601199.1.22.>926###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Scarus_59660;Scarus_frenatus_126672	98.515	202	100	1.78e-97	355	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Scarus	Scarus frenatus
ASV0874	LC499243.2.<1.892###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Kurtiformes_1489876;Apogonidae_83881;Pseudamiops_475183;Pseudamiops_gracilicauda_1156134	86.432	199	100	1.10e-54	213	order	Eukaryota	Chordata	Actinopteri	Kurtiformes	NA	NA	NA
ASV0875	LC654222.1.<1.892###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Chaetodontiformes_1545895;Chaetodontidae_30828;Heniochus_109916;Heniochus_acuminatus_109917	97.97	197	100	1.35e-93	342	genus	Eukaryota	Chordata	Actinopteri	Chaetodontiformes	Chaetodontidae	Heniochus	Heniochus sp.
ASV0876	LC649116.1.<1.889###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Gobiesocidae_63826;Pherallodichthys_2740790;Pherallodichthys_meshimaensis_2873921	93.264	193	100	2.25e-76	285	family	Eukaryota	Chordata	Actinopteri	Blenniiformes	Gobiesocidae	NA	NA
ASV0877	PP003397.1.70.1026###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Pomacentrus_61808;Pomacentrus_coelestis_80955	100	197	100	2.88e-100	364	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Pomacentrus	Pomacentrus coelestis
ASV0878	LC744422.1.<1.892###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Lampanyctus_71159;Lampanyctus_alatus_885010	97.99	199	100	3.77e-94	344	genus	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Lampanyctus	Lampanyctus sp.
ASV0879	LC579186.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Mimoblennius_2100437;Mimoblennius_atrocinctus_2100438	95.152	165	85	3.84e-69	261	genus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Mimoblennius	Mimoblennius sp.
ASV0880	OP718221.1.69.1023###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Parupeneus_334899;Parupeneus_multifasciatus_626244	92.893	197	100	2.29e-76	285	family	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	NA	NA
ASV0882	PV185778.1.71.1026###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Carangiformes_1489907;Carangidae_8157;Selar_146139;Selar_crumenophthalmus_146146	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Selar	Selar crumenophthalmus
ASV0883	AY279583.1.<1.>943###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Cheilio_241272;Cheilio_inermis_241273	100	194	99	1.33e-98	359	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Cheilio	Cheilio inermis
ASV0884	LC710272.1.<1.884###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Yongeichthys_1515622;Yongeichthys_audax_3142696	85.052	194	100	3.04e-50	198	order	Eukaryota	Chordata	Actinopteri	Gobiiformes	NA	NA	NA
ASV0885	LC579310.2.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Valenciennea_150331;Valenciennea_randalli_2768283	97.423	194	100	2.87e-90	331	genus	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Valenciennea	Valenciennea sp.
ASV0886	LC778704.1.<1.886###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Labroides_241307;Labroides_dimidiatus_241309	98.469	196	100	1.04e-94	346	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Labroides	Labroides dimidiatus
ASV0887	LC739786.1.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Petroscirtes_57846;Petroscirtes_mitratus_879517	95.408	196	100	3.76e-84	311	genus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Petroscirtes	Petroscirtes sp.
ASV0888	LC759646.1.<1.884###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Stomiiformes_48438;Stomiidae_123351;Leptostomias_882838;Leptostomias_robustus_3033735	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Stomiiformes	Stomiidae	Leptostomias	Leptostomias robustus
